SDT_YY,SDT_MM,SDT_DD,SDT_DY,ARP,ODP,FLO,FLT,AOD,STT,DLY,DLY_RATE
2019,9,17,화,ARP2,ARP3,J,J1004,D,7:05,0,0.017746437
2019,9,17,화,ARP1,ARP3,J,J1203,A,7:50,0,0.012047348
2019,9,17,화,ARP3,ARP1,J,J1203,D,6:40,0,0.013619209
2019,9,17,화,ARP3,ARP1,J,J1204,A,7:50,0,0.012339871
2019,9,17,화,ARP1,ARP3,J,J1204,D,6:40,0,0.027525777
2019,9,17,화,ARP1,ARP3,J,J1237,A,16:30,0,0.014036202
2019,9,17,화,ARP3,ARP1,J,J1237,D,15:20,0,0.067987889
2019,9,17,화,ARP3,ARP1,J,J1258,A,19:30,0,0.0387513
2019,9,17,화,ARP1,ARP3,J,J1258,D,18:20,0,0.04388047
2019,9,17,화,ARP1,ARP3,A,A1900,A,7:40,0,0.002561944
2019,9,17,화,ARP3,ARP1,A,A1900,D,6:30,0,0.004426772
2019,9,17,화,ARP3,ARP1,A,A1921,A,9:35,0,0.003570236
2019,9,17,화,ARP1,ARP3,A,A1921,D,8:20,0,0.028060935
2019,9,17,화,ARP3,ARP1,A,A1947,A,13:35,0,0.043713789
2019,9,17,화,ARP1,ARP3,A,A1947,D,12:20,0,0.036965694
2019,9,17,화,ARP3,ARP1,A,A1995,A,22:30,0,0.020440051
2019,9,17,화,ARP3,ARP1,B,B1029,A,12:30,0,0.024971582
2019,9,17,화,ARP1,ARP3,B,B1029,D,11:25,0,0.083046854
2019,9,17,화,ARP3,ARP2,B,B1115,A,15:40,0,0.039950661
2019,9,17,화,ARP2,ARP3,B,B1115,D,14:40,0,0.05827219
2019,9,17,화,ARP1,ARP3,F,F1204,A,9:40,0,0.019121943
2019,9,17,화,ARP3,ARP1,F,F1204,D,8:30,1,0.257054567
2019,9,17,화,ARP3,ARP1,F,F1217,A,14:25,1,0.141333029
2019,9,17,화,ARP1,ARP3,F,F1217,D,13:15,1,0.887500048
2019,9,17,화,ARP1,ARP3,F,F1230,A,21:35,0,0.017258419
2019,9,17,화,ARP3,ARP1,F,F1230,D,20:25,0,0.059468124
2019,9,17,화,ARP3,ARP6,F,F1705,A,21:40,0,0.107446328
2019,9,17,화,ARP6,ARP3,F,F1705,D,20:40,0,0.078421645
2019,9,17,화,ARP3,ARP1,H,H1115,A,13:35,0,0.015200173
2019,9,17,화,ARP1,ARP3,H,H1115,D,12:15,0,0.032609347
2019,9,17,화,ARP1,ARP3,H,H1128,A,22:00,0,0.020031532
2019,9,17,화,ARP3,ARP1,H,H1128,D,20:50,0,0.189593375
2019,9,17,화,ARP2,ARP3,H,H1514,A,19:25,0,0.048117537
2019,9,17,화,ARP3,ARP2,H,H1514,D,18:30,0,0.186392456
2019,9,17,화,ARP3,ARP6,H,H1851,A,11:20,0,0.037950095
2019,9,17,화,ARP6,ARP3,H,H1851,D,10:10,0,0.047611725
2019,9,17,화,ARP3,ARP1,I,I1323,A,16:10,0,0.050786413
2019,9,17,화,ARP1,ARP3,I,I1323,D,14:55,0,0.062280104
2019,9,17,화,ARP6,ARP3,I,I1552,A,10:20,0,0.043113802
2019,9,17,화,ARP3,ARP2,I,I1567,A,19:55,0,0.086500652
2019,9,17,화,ARP2,ARP3,I,I1567,D,19:00,0,0.225268647
2019,9,17,화,ARP2,ARP3,J,J1005,A,10:00,0,0.003014742
2019,9,17,화,ARP3,ARP2,J,J1005,D,9:00,0,0.026995707
2019,9,17,화,ARP3,ARP1,J,J1238,A,15:00,0,0.015854547
2019,9,17,화,ARP1,ARP3,J,J1238,D,13:50,0,0.04422443
2019,9,17,화,ARP1,ARP3,J,J1259,A,20:10,0,0.033193883
2019,9,17,화,ARP3,ARP1,J,J1259,D,19:00,0,0.092173807
2019,9,17,화,ARP3,ARP1,A,A1901,A,7:15,0,0.012395536
2019,9,17,화,ARP1,ARP3,A,A1901,D,6:05,0,0.018563328
2019,9,17,화,ARP1,ARP3,A,A1922,A,13:20,0,0.019401142
2019,9,17,화,ARP3,ARP1,A,A1922,D,12:10,0,0.074576996
2019,9,17,화,ARP1,ARP3,A,A1948,A,15:30,0,0.024045214
2019,9,17,화,ARP3,ARP1,A,A1948,D,14:20,0,0.092381269
2019,9,17,화,ARP3,ARP1,A,A1971,A,17:10,0,0.025792105
2019,9,17,화,ARP1,ARP3,A,A1971,D,15:55,0,0.103158683
2019,9,17,화,ARP1,ARP3,A,A1995,D,21:20,0,0.031718515
2019,9,17,화,ARP1,ARP3,A,A1996,A,22:05,0,0.020766247
2019,9,17,화,ARP3,ARP1,A,A1996,D,20:55,0,0.203853026
2019,9,17,화,ARP2,ARP3,B,B1100,A,9:30,0,0.014303176
2019,9,17,화,ARP3,ARP2,B,B1100,D,8:30,0,0.036925636
2019,9,17,화,ARP1,ARP3,F,F1218,A,15:55,0,0.027167978
2019,9,17,화,ARP3,ARP1,F,F1218,D,14:45,0,0.102337427
2019,9,17,화,ARP3,ARP1,F,F1231,A,20:35,1,0.154732272
2019,9,17,화,ARP1,ARP3,F,F1231,D,19:25,0,0.085158385
2019,9,17,화,ARP6,ARP3,F,F1706,A,22:25,1,0.148864895
2019,9,17,화,ARP3,ARP6,F,F1706,D,21:15,0,0.018843452
2019,9,17,화,ARP3,ARP1,H,H1129,A,20:15,0,0.050301731
2019,9,17,화,ARP1,ARP3,H,H1129,D,19:05,0,0.198642865
2019,9,17,화,ARP3,ARP1,H,H1151,A,7:30,0,0.009854685
2019,9,17,화,ARP1,ARP3,H,H1151,D,6:15,0,0.019201759
2019,9,17,화,ARP3,ARP2,H,H1515,A,18:00,0,0.053039808
2019,9,17,화,ARP2,ARP3,H,H1515,D,17:05,0,0.090268232
2019,9,17,화,ARP6,ARP3,H,H1852,A,9:05,0,0.041511733
2019,9,17,화,ARP3,ARP6,H,H1852,D,7:55,0,0.219623193
2019,9,17,화,ARP3,ARP1,I,I1325,A,16:50,0,0.088806264
2019,9,17,화,ARP1,ARP3,I,I1325,D,15:35,1,0.242524952
2019,9,17,화,ARP3,ARP6,I,I1552,D,9:10,0,0.065790989
2019,9,17,화,ARP2,ARP3,I,I1568,A,20:00,0,0.042870604
2019,9,17,화,ARP3,ARP2,I,I1568,D,19:05,0,0.095584452
2019,9,17,화,ARP3,ARP2,J,J1006,A,8:35,0,0.017124111
2019,9,17,화,ARP2,ARP3,J,J1006,D,7:35,0,0.01425579
2019,9,17,화,ARP1,ARP3,J,J1205,A,8:10,0,0.002513814
2019,9,17,화,ARP3,ARP1,J,J1205,D,7:00,0,0.013619209
2019,9,17,화,ARP3,ARP1,J,J1220,A,12:15,0,0.018730557
2019,9,17,화,ARP1,ARP3,J,J1220,D,11:05,0,0.025567774
2019,9,17,화,ARP1,ARP3,J,J1239,A,16:50,0,0.033035219
2019,9,17,화,ARP3,ARP1,J,J1239,D,15:40,0,0.095739231
2019,9,17,화,ARP1,ARP3,A,A1902,A,7:50,0,0.01121325
2019,9,17,화,ARP3,ARP1,A,A1902,D,6:40,0,0.012590532
2019,9,17,화,ARP1,ARP3,A,A1924,A,13:45,0,0.042344406
2019,9,17,화,ARP3,ARP1,A,A1924,D,12:35,0,0.117225759
2019,9,17,화,ARP1,ARP3,A,A1950,A,17:00,0,0.04074163
2019,9,17,화,ARP3,ARP1,A,A1950,D,15:50,1,0.247806624
2019,9,17,화,ARP1,ARP3,A,A1972,A,18:50,0,0.058917437
2019,9,17,화,ARP3,ARP1,A,A1972,D,17:40,1,0.257981956
2019,9,17,화,ARP3,ARP2,B,B1101,A,7:55,0,0.015837265
2019,9,17,화,ARP2,ARP3,B,B1101,D,6:50,0,0.043025974
2019,9,17,화,ARP3,ARP2,B,B1183,A,12:45,0,0.016690642
2019,9,17,화,ARP2,ARP3,B,B1183,D,11:45,0,0.032997113
2019,9,17,화,ARP3,ARP1,F,F1205,A,7:55,0,0.013414042
2019,9,17,화,ARP1,ARP3,F,F1205,D,6:50,0,0.048566595
2019,9,17,화,ARP3,ARP1,F,F1219,A,15:45,0,0.052365523
2019,9,17,화,ARP1,ARP3,F,F1219,D,14:35,0,0.10768941
2019,9,17,화,ARP1,ARP3,F,F1232,A,22:25,0,0.00303374
2019,9,17,화,ARP3,ARP1,F,F1232,D,21:15,0,0.087097429
2019,9,17,화,ARP3,ARP2,F,F1901,A,8:00,0,0.035059411
2019,9,17,화,ARP2,ARP3,F,F1901,D,7:00,1,0.412706941
2019,9,17,화,ARP1,ARP3,H,H1116,A,14:35,0,0.067548826
2019,9,17,화,ARP3,ARP1,H,H1116,D,13:25,0,0.168409094
2019,9,17,화,ARP1,ARP3,H,H1130,A,22:15,0,0.020031532
2019,9,17,화,ARP3,ARP1,H,H1130,D,21:05,0,0.189593375
2019,9,17,화,ARP1,ARP3,H,H1154,A,13:30,0,0.038799781
2019,9,17,화,ARP3,ARP1,H,H1154,D,12:20,0,0.08377023
2019,9,17,화,ARP2,ARP3,H,H1516,A,21:05,0,0.025240131
2019,9,17,화,ARP3,ARP2,H,H1516,D,20:05,0,0.152031884
2019,9,17,화,ARP3,ARP6,H,H1853,A,20:35,0,0.022901617
2019,9,17,화,ARP6,ARP3,H,H1853,D,19:25,0,0.065576605
2019,9,17,화,ARP1,ARP3,I,I1326,A,16:40,0,0.081255853
2019,9,17,화,ARP3,ARP1,I,I1326,D,15:30,0,0.217703745
2019,9,17,화,ARP3,ARP6,I,I1553,A,12:05,0,0.045377083
2019,9,17,화,ARP6,ARP3,I,I1553,D,10:55,0,0.229919836
2019,9,17,화,ARP6,ARP3,I,I1582,A,10:40,0,0.047104657
2019,9,17,화,ARP2,ARP3,J,J1007,A,13:00,0,0.017721767
2019,9,17,화,ARP3,ARP2,J,J1007,D,12:00,1,0.233301908
2019,9,17,화,ARP3,ARP1,J,J1206,A,8:30,0,0.002512258
2019,9,17,화,ARP1,ARP3,J,J1206,D,7:20,0,0.027525777
2019,9,17,화,ARP1,ARP3,J,J1221,A,12:50,0,0.015322943
2019,9,17,화,ARP3,ARP1,J,J1221,D,11:40,0,0.111006483
2019,9,17,화,ARP3,ARP1,J,J1260,A,20:00,0,0.0387513
2019,9,17,화,ARP1,ARP3,J,J1260,D,18:50,0,0.027761754
2019,9,17,화,ARP3,ARP1,A,A1903,A,7:35,0,0.002241687
2019,9,17,화,ARP1,ARP3,A,A1903,D,6:25,0,0.018563328
2019,9,17,화,ARP3,ARP1,A,A1951,A,15:10,0,0.037055593
2019,9,17,화,ARP1,ARP3,A,A1951,D,14:00,0,0.154318869
2019,9,17,화,ARP3,ARP1,A,A1973,A,19:00,0,0.07370957
2019,9,17,화,ARP1,ARP3,A,A1973,D,17:50,0,0.164204627
2019,9,17,화,ARP1,ARP3,A,A1998,A,22:20,0,0.020766247
2019,9,17,화,ARP3,ARP1,A,A1998,D,21:10,0,0.124492407
2019,9,17,화,ARP2,ARP3,B,B1102,A,10:15,0,0.002533076
2019,9,17,화,ARP3,ARP2,B,B1102,D,9:15,0,0.027618777
2019,9,17,화,ARP2,ARP3,B,B1118,A,21:05,0,0.068322569
2019,9,17,화,ARP3,ARP2,B,B1118,D,19:55,1,0.234364748
2019,9,17,화,ARP4,ARP3,B,B1200,A,11:25,0,0.016737293
2019,9,17,화,ARP3,ARP4,B,B1200,D,10:20,0,0.126268163
2019,9,17,화,ARP1,ARP3,F,F1206,A,10:00,0,0.019121943
2019,9,17,화,ARP3,ARP1,F,F1206,D,8:50,0,0.172199339
2019,9,17,화,ARP3,ARP1,F,F1233,A,20:55,0,0.050794542
2019,9,17,화,ARP1,ARP3,F,F1233,D,19:45,0,0.191393539
2019,9,17,화,ARP2,ARP3,F,F1904,A,11:05,0,0.119023681
2019,9,17,화,ARP3,ARP2,F,F1904,D,10:05,1,0.356519669
2019,9,17,화,ARP3,ARP1,H,H1117,A,13:50,0,0.071989529
2019,9,17,화,ARP1,ARP3,H,H1117,D,12:40,0,0.103671104
2019,9,17,화,ARP3,ARP1,H,H1155,A,16:40,0,0.044140942
2019,9,17,화,ARP1,ARP3,H,H1155,D,15:25,0,0.051744249
2019,9,17,화,ARP2,ARP3,H,H1522,A,9:00,0,0.022942306
2019,9,17,화,ARP3,ARP2,H,H1522,D,8:00,0,0.061472248
2019,9,17,화,ARP1,ARP3,I,I1328,A,18:00,0,0.077323884
2019,9,17,화,ARP3,ARP1,I,I1328,D,16:45,1,0.332756639
2019,9,17,화,ARP6,ARP3,I,I1554,A,15:25,0,0.019122757
2019,9,17,화,ARP3,ARP6,I,I1554,D,14:15,0,0.029495327
2019,9,17,화,ARP3,ARP6,I,I1582,D,9:30,0,0.147322208
2019,9,17,화,ARP3,ARP1,J,J1208,A,9:10,0,0.002421999
2019,9,17,화,ARP1,ARP3,J,J1208,D,8:00,0,0.025707485
2019,9,17,화,ARP3,ARP1,J,J1222,A,12:30,0,0.018730557
2019,9,17,화,ARP1,ARP3,J,J1222,D,11:20,0,0.051933941
2019,9,17,화,ARP3,ARP1,J,J1242,A,16:10,0,0.0387513
2019,9,17,화,ARP1,ARP3,J,J1242,D,15:00,0,0.050670847
2019,9,17,화,ARP1,ARP3,J,J1261,A,21:00,0,0.033120938
2019,9,17,화,ARP3,ARP1,J,J1261,D,19:50,0,0.088280439
2019,9,17,화,ARP3,ARP1,A,A1925,A,9:40,0,0.021778867
2019,9,17,화,ARP1,ARP3,A,A1925,D,8:30,0,0.041003041
2019,9,17,화,ARP1,ARP3,A,A1980,A,20:10,0,0.015901556
2019,9,17,화,ARP3,ARP1,A,A1980,D,19:00,0,0.026369372
2019,9,17,화,ARP1,ARP3,B,B1010,A,17:30,0,0.050545949
2019,9,17,화,ARP3,ARP1,B,B1010,D,16:20,0,0.106092349
2019,9,17,화,ARP3,ARP1,F,F1207,A,9:20,0,0.027818341
2019,9,17,화,ARP1,ARP3,F,F1207,D,8:10,0,0.051783945
2019,9,17,화,ARP1,ARP3,F,F1220,A,16:10,1,0.157631174
2019,9,17,화,ARP3,ARP1,F,F1220,D,14:55,1,0.803744495
2019,9,17,화,ARP1,ARP3,F,F1252,A,10:15,0,0.045268435
2019,9,17,화,ARP3,ARP1,F,F1252,D,9:05,0,0.146419778
2019,9,17,화,ARP3,ARP1,H,H1101,A,7:35,0,0.001998137
2019,9,17,화,ARP1,ARP3,H,H1101,D,6:25,0,0.019201759
2019,9,17,화,ARP1,ARP3,H,H1118,A,15:10,0,0.073242009
2019,9,17,화,ARP3,ARP1,H,H1118,D,14:00,0,0.149284706
2019,9,17,화,ARP3,ARP1,H,H1133,A,20:45,0,0.043075573
2019,9,17,화,ARP1,ARP3,H,H1133,D,19:35,0,0.058856282
2019,9,17,화,ARP1,ARP3,H,H1158,A,22:20,0,0.01421379
2019,9,17,화,ARP3,ARP1,H,H1158,D,21:10,0,0.189593375
2019,9,17,화,ARP3,ARP2,H,H1525,A,17:55,0,0.033774011
2019,9,17,화,ARP2,ARP3,H,H1525,D,16:55,0,0.090268232
2019,9,17,화,ARP3,ARP8,H,H1601,A,11:05,0,0.016246954
2019,9,17,화,ARP8,ARP3,H,H1601,D,10:15,0,0.024543291
2019,9,17,화,ARP6,ARP3,H,H1854,A,18:45,0,0.017993581
2019,9,17,화,ARP3,ARP6,H,H1854,D,17:20,0,0.168917641
2019,9,17,화,ARP1,ARP3,I,I1330,A,18:10,0,0.041615602
2019,9,17,화,ARP3,ARP6,I,I1557,A,17:10,0,0.045010727
2019,9,17,화,ARP6,ARP3,I,I1557,D,16:00,0,0.104497373
2019,9,17,화,ARP3,ARP6,I,I1583,A,12:35,0,0.045240816
2019,9,17,화,ARP6,ARP3,I,I1583,D,11:25,1,0.236566484
2019,9,17,화,ARP3,ARP2,J,J1008,A,11:10,0,0.016603654
2019,9,17,화,ARP2,ARP3,J,J1008,D,10:10,0,0.058066763
2019,9,17,화,ARP1,ARP3,J,J1223,A,13:10,0,0.015727112
2019,9,17,화,ARP3,ARP1,J,J1223,D,12:00,1,0.320261151
2019,9,17,화,ARP1,ARP3,J,J1243,A,17:20,0,0.037799507
2019,9,17,화,ARP3,ARP1,J,J1243,D,16:10,0,0.103101104
2019,9,17,화,ARP3,ARP1,J,J1262,A,20:20,0,0.0387513
2019,9,17,화,ARP1,ARP3,J,J1262,D,19:10,0,0.083051488
2019,9,17,화,ARP1,ARP3,A,A1904,A,9:05,0,0.002565579
2019,9,17,화,ARP3,ARP1,A,A1904,D,7:55,0,0.018946486
2019,9,17,화,ARP3,ARP1,A,A1927,A,11:00,0,0.003901319
2019,9,17,화,ARP1,ARP3,A,A1927,D,9:50,0,0.043104496
2019,9,17,화,ARP3,ARP1,A,A1953,A,15:10,0,0.072054937
2019,9,17,화,ARP1,ARP3,A,A1953,D,14:05,1,0.262642145
2019,9,17,화,ARP3,ARP1,B,B1011,A,8:05,0,0.014160193
2019,9,17,화,ARP1,ARP3,B,B1011,D,6:55,0,0.032506023
2019,9,17,화,ARP2,ARP3,B,B1104,A,11:40,0,0.015481465
2019,9,17,화,ARP3,ARP2,B,B1104,D,10:40,0,0.094246104
2019,9,17,화,ARP3,ARP2,B,B1133,A,8:55,0,0.015225026
2019,9,17,화,ARP2,ARP3,B,B1133,D,7:55,0,0.02479228
2019,9,17,화,ARP3,ARP4,B,B1201,A,9:40,0,0.016310723
2019,9,17,화,ARP4,ARP3,B,B1201,D,8:35,0,0.046107743
2019,9,17,화,ARP1,ARP3,F,F1208,A,11:00,0,0.025014447
2019,9,17,화,ARP3,ARP1,F,F1208,D,9:50,1,0.254341096
2019,9,17,화,ARP3,ARP1,F,F1221,A,16:50,1,0.129194438
2019,9,17,화,ARP1,ARP3,F,F1221,D,15:40,0,0.122241899
2019,9,17,화,ARP3,ARP1,H,H1119,A,14:45,0,0.013814859
2019,9,17,화,ARP1,ARP3,H,H1119,D,13:30,0,0.096742205
2019,9,17,화,ARP1,ARP3,H,H1134,A,22:30,0,0.002519373
2019,9,17,화,ARP3,ARP1,H,H1134,D,21:20,0,0.120160401
2019,9,17,화,ARP8,ARP3,H,H1602,A,9:10,0,0.019641865
2019,9,17,화,ARP3,ARP8,H,H1602,D,8:20,0,0.141125932
2019,9,17,화,ARP3,ARP1,I,I1311,A,11:35,0,0.045679662
2019,9,17,화,ARP1,ARP3,I,I1311,D,10:25,0,0.042812806
2019,9,17,화,ARP3,ARP1,I,I1330,D,17:00,0,0.189534739
2019,9,17,화,ARP6,ARP3,I,I1558,A,18:35,0,0.093381353
2019,9,17,화,ARP3,ARP6,I,I1558,D,17:25,0,0.195135146
2019,9,17,화,ARP6,ARP3,I,I1584,A,11:55,0,0.051780131
2019,9,17,화,ARP3,ARP6,I,I1584,D,10:45,0,0.038851772
2019,9,17,화,ARP3,ARP2,J,J1010,A,14:50,0,0.043094672
2019,9,17,화,ARP2,ARP3,J,J1010,D,13:50,1,0.27012831
2019,9,17,화,ARP1,ARP3,J,J1211,A,10:20,0,0.019103989
2019,9,17,화,ARP3,ARP1,J,J1211,D,9:10,0,0.13978155
2019,9,17,화,ARP1,ARP3,J,J1263,A,21:40,0,0.050749149
2019,9,17,화,ARP3,ARP1,J,J1263,D,20:30,0,0.088280439
2019,9,17,화,ARP3,ARP6,A,A1231,A,8:00,0,0.022332875
2019,9,17,화,ARP6,ARP3,A,A1231,D,6:55,0,0.023631811
2019,9,17,화,ARP1,ARP3,A,A1906,A,9:30,0,0.003465936
2019,9,17,화,ARP3,ARP1,A,A1906,D,8:20,0,0.018946486
2019,9,17,화,ARP3,ARP1,A,A1931,A,11:25,0,0.018330775
2019,9,17,화,ARP1,ARP3,A,A1931,D,10:15,0,0.089266777
2019,9,17,화,ARP1,ARP3,A,A1956,A,17:05,0,0.015146938
2019,9,17,화,ARP3,ARP1,A,A1956,D,15:55,1,0.247806624
2019,9,17,화,ARP3,ARP1,A,A1981,A,19:35,0,0.053583629
2019,9,17,화,ARP1,ARP3,A,A1981,D,18:25,0,0.196142569
2019,9,17,화,ARP1,ARP3,B,B1012,A,20:30,0,0.016169561
2019,9,17,화,ARP3,ARP1,B,B1012,D,19:20,0,0.030398821
2019,9,17,화,ARP2,ARP3,B,B1106,A,10:10,0,0.038003389
2019,9,17,화,ARP3,ARP2,B,B1106,D,9:10,0,0.087574378
2019,9,17,화,ARP3,ARP2,B,B1135,A,18:30,0,0.031301804
2019,9,17,화,ARP2,ARP3,B,B1135,D,17:35,0,0.020184815
2019,9,17,화,ARP4,ARP3,B,B1206,A,21:00,0,0.025067883
2019,9,17,화,ARP3,ARP4,B,B1206,D,19:35,0,0.016674466
2019,9,17,화,ARP3,ARP1,F,F1209,A,11:00,0,0.047536992
2019,9,17,화,ARP1,ARP3,F,F1209,D,9:50,0,0.189706773
2019,9,17,화,ARP1,ARP3,F,F1222,A,18:45,0,0.026674585
2019,9,17,화,ARP3,ARP1,F,F1222,D,17:35,0,0.071696207
2019,9,17,화,ARP3,ARP13,F,F1301,A,11:50,0,0.054581683
2019,9,17,화,ARP13,ARP3,F,F1301,D,10:55,1,0.453960359
2019,9,17,화,ARP3,ARP1,H,H1103,A,8:10,0,0.012275235
2019,9,17,화,ARP1,ARP3,H,H1103,D,7:00,0,0.028959686
2019,9,17,화,ARP1,ARP3,H,H1120,A,17:35,0,0.041011147
2019,9,17,화,ARP3,ARP1,H,H1120,D,16:25,0,0.189503133
2019,9,17,화,ARP2,ARP3,H,H1504,A,11:45,0,0.026270689
2019,9,17,화,ARP3,ARP2,H,H1504,D,10:45,0,0.065430373
2019,9,17,화,ARP1,ARP3,I,I1312,A,14:45,0,0.042920023
2019,9,17,화,ARP3,ARP1,I,I1312,D,13:35,0,0.067159377
2019,9,17,화,ARP3,ARP1,I,I1331,A,18:30,0,0.078135781
2019,9,17,화,ARP1,ARP3,I,I1331,D,17:20,1,0.231085166
2019,9,17,화,ARP3,ARP6,I,I1559,A,20:30,0,0.101522177
2019,9,17,화,ARP3,ARP6,I,I1585,A,13:40,0,0.023103131
2019,9,17,화,ARP6,ARP3,I,I1585,D,12:30,0,0.100470215
2019,9,17,화,ARP2,ARP3,J,J1011,A,18:40,0,0.034506131
2019,9,17,화,ARP3,ARP2,J,J1011,D,17:40,0,0.065604016
2019,9,17,화,ARP1,ARP3,J,J1225,A,14:00,0,0.033612985
2019,9,17,화,ARP3,ARP1,J,J1225,D,12:50,0,0.068740249
2019,9,17,화,ARP3,ARP1,J,J1244,A,16:30,0,0.016370445
2019,9,17,화,ARP1,ARP3,J,J1244,D,15:20,0,0.050670847
2019,9,17,화,ARP1,ARP3,J,J1245,A,17:50,0,0.035551377
2019,9,17,화,ARP3,ARP1,J,J1245,D,16:40,0,0.193543538
2019,9,17,화,ARP3,ARP1,A,A1911,A,7:50,0,0.002241687
2019,9,17,화,ARP1,ARP3,A,A1911,D,6:40,0,0.026577177
2019,9,17,화,ARP1,ARP3,A,A1932,A,14:20,0,0.023586184
2019,9,17,화,ARP3,ARP1,A,A1932,D,13:10,0,0.117225759
2019,9,17,화,ARP3,ARP1,A,A1957,A,15:30,1,0.120885745
2019,9,17,화,ARP1,ARP3,A,A1957,D,14:25,1,0.262642145
2019,9,17,화,ARP1,ARP3,A,A1982,A,20:40,0,0.02270649
2019,9,17,화,ARP3,ARP1,A,A1982,D,19:30,0,0.079806171
2019,9,17,화,ARP3,ARP1,B,B1013,A,8:30,0,0.032175981
2019,9,17,화,ARP1,ARP3,B,B1013,D,7:20,0,0.04686553
2019,9,17,화,ARP3,ARP2,B,B1107,A,8:35,0,0.002071723
2019,9,17,화,ARP2,ARP3,B,B1107,D,7:30,0,0.02479228
2019,9,17,화,ARP2,ARP3,B,B1136,A,9:40,0,0.020154122
2019,9,17,화,ARP3,ARP2,B,B1136,D,8:40,0,0.087574378
2019,9,17,화,ARP3,ARP4,B,B1207,A,18:55,0,0.011196587
2019,9,17,화,ARP4,ARP3,B,B1207,D,17:55,0,0.010673955
2019,9,17,화,ARP3,ARP1,F,F1223,A,17:05,1,0.126468569
2019,9,17,화,ARP1,ARP3,F,F1223,D,15:55,0,0.212806508
2019,9,17,화,ARP13,ARP3,F,F1302,A,10:25,0,0.053448796
2019,9,17,화,ARP3,ARP13,F,F1302,D,9:30,1,0.234404042
2019,9,17,화,ARP1,ARP3,H,H1104,A,10:55,0,0.020031532
2019,9,17,화,ARP3,ARP1,H,H1104,D,9:45,0,0.096001819
2019,9,17,화,ARP3,ARP2,H,H1505,A,10:10,0,0.031258281
2019,9,17,화,ARP3,ARP8,H,H1605,A,19:20,0,0.015373929
2019,9,17,화,ARP8,ARP3,H,H1605,D,18:30,0,0.016781541
2019,9,17,화,ARP1,ARP3,I,I1314,A,13:00,0,0.021194311
2019,9,17,화,ARP3,ARP1,I,I1314,D,11:45,0,0.113091916
2019,9,17,화,ARP1,ARP3,I,I1332,A,19:00,0,0.03920554
2019,9,17,화,ARP3,ARP1,I,I1332,D,17:45,1,0.260095119
2019,9,17,화,ARP6,ARP3,I,I1559,D,19:20,0,0.137756139
2019,9,17,화,ARP6,ARP3,I,I1586,A,16:35,0,0.027047046
2019,9,17,화,ARP3,ARP6,I,I1586,D,15:25,0,0.041067541
2019,9,17,화,ARP3,ARP1,J,J1212,A,10:10,0,0.013507714
2019,9,17,화,ARP1,ARP3,J,J1212,D,9:00,0,0.048960924
2019,9,17,화,ARP3,ARP1,J,J1226,A,13:30,0,0.018159406
2019,9,17,화,ARP1,ARP3,J,J1226,D,12:20,0,0.040312711
2019,9,17,화,ARP1,ARP3,J,J1265,A,22:00,0,0.002577729
2019,9,17,화,ARP3,ARP1,J,J1265,D,20:50,0,0.028833061
2019,9,17,화,ARP6,ARP3,A,A1232,A,12:25,0,0.016531611
2019,9,17,화,ARP3,ARP6,A,A1232,D,11:20,0,0.029829236
2019,9,17,화,ARP1,ARP3,A,A1912,A,9:55,0,0.003465936
2019,9,17,화,ARP3,ARP1,A,A1912,D,8:45,0,0.025230518
2019,9,17,화,ARP3,ARP1,A,A1961,A,16:05,0,0.021056918
2019,9,17,화,ARP1,ARP3,A,A1961,D,14:55,0,0.066312984
2019,9,17,화,ARP3,ARP1,A,A1983,A,19:55,0,0.061891969
2019,9,17,화,ARP1,ARP3,A,A1983,D,18:45,0,0.108161509
2019,9,17,화,ARP2,ARP3,B,B1108,A,14:30,0,0.058608398
2019,9,17,화,ARP3,ARP2,B,B1108,D,13:30,0,0.076585494
2019,9,17,화,ARP2,ARP3,B,B1138,A,20:30,0,0.064644791
2019,9,17,화,ARP3,ARP2,B,B1138,D,19:35,0,0.081925362
2019,9,17,화,ARP5,ARP3,B,B1300,A,11:50,0,0.015292417
2019,9,17,화,ARP3,ARP5,B,B1300,D,10:50,0,0.029253947
2019,9,17,화,ARP1,ARP3,F,F1210,A,12:45,1,0.123944655
2019,9,17,화,ARP3,ARP1,F,F1210,D,11:35,1,0.658441484
2019,9,17,화,ARP1,ARP3,F,F1224,A,19:10,1,0.125065029
2019,9,17,화,ARP3,ARP1,F,F1224,D,18:05,0,0.132435784
2019,9,17,화,ARP3,ARP13,F,F1303,A,18:45,0,0.078949392
2019,9,17,화,ARP13,ARP3,F,F1303,D,17:55,0,0.202865273
2019,9,17,화,ARP3,ARP1,H,H1105,A,8:50,0,0.012614338
2019,9,17,화,ARP1,ARP3,H,H1105,D,7:40,0,0.019459404
2019,9,17,화,ARP3,ARP1,H,H1121,A,15:50,0,0.025704933
2019,9,17,화,ARP1,ARP3,H,H1121,D,14:40,0,0.025440382
2019,9,17,화,ARP2,ARP3,H,H1505,D,9:10,0,0.043637808
2019,9,17,화,ARP8,ARP3,H,H1606,A,17:40,0,0.039928496
2019,9,17,화,ARP3,ARP8,H,H1606,D,16:50,0,0.132854119
2019,9,17,화,ARP1,ARP3,I,I1316,A,13:45,0,0.022430897
2019,9,17,화,ARP3,ARP1,I,I1333,A,20:00,0,0.026296824
